Name,Position,Company,Education,Location,Connections,Profile Link
Ken (Kenney) Myers,Chief Technology Officer - Houston,Mainline.gg (formerly FanReact),Upper Iowa University,"Houston, Texas Area",500+,https://www.linkedin.com/in/kenneymyers/
David Gwynn,CEO,Transcendent,,"Portland, Oregon",500+,https://www.linkedin.com/in/davidwgwynn/
Jean TEMAN,CEO,SDA-ITCS GLOBAL Inc.,Concordia University,"Orinda, California",500+,https://www.linkedin.com/in/jean-teman-690260/
Leon Kotovich,CEO,TerraManta,Pace University,"Orange County, California Area",500+,https://www.linkedin.com/in/leonkotovich/
Navdeep Garg,CEO,RevInfotech Inc,National University of Singapore,Miami/Fort Lauderdale Area,500+,https://www.linkedin.com/in/navdeepgarg7/
Raymond Taft,CEO,Infrastructure 24,Stanford University,"Redwood City, California",500+,https://www.linkedin.com/in/raymond-taft-global-technology-executive-cio-cto-vp-of-it-startup-healthcare-life-science-cloud-ai/
Kallis Shah,CEO,EROS Technologies Inc,Indira Gandhi National Open University,Greater Philadelphia Area,500+,https://www.linkedin.com/in/kallis-shah-66b1b51a/
Mike Wiacek,CEO,Stealth Security Startup,University of Maryland Baltimore County,"Mountain View, California",500+,https://www.linkedin.com/in/mjwiacek/
Zia Chishti,CEO,Afiniti,Stanford Graduate School of Business,Washington D.C. Metro Area,500+,https://www.linkedin.com/in/zia-chishti-a5908814/
Shaun C. Dawson,CEO,Robiquity,The University of Texas at Austin,"Menlo Park, California",500+,https://www.linkedin.com/in/shaundawson/
Henry Blodget,CEO,Business Insider,Yale University,"New York, New York",,https://www.linkedin.com/in/henry-blodget-a541a3/
Greg Murphy,CEO,Ordr Inc.,Stanford University,"Mountain View, California",500+,https://www.linkedin.com/in/gregmurphy2/
Milan Patel,CEO,EVOLUTION,,Greater Los Angeles Area,500+,https://www.linkedin.com/in/milan-patel-612339194/
Timothy Campos,CEO,Woven,"University of California, Berkeley, Haas School of Business","Los Altos, California",500+,https://www.linkedin.com/in/timothycampos/
Russ Armbrust,CEO,VirtualArmour,,Greater Denver Area,500+,https://www.linkedin.com/in/russarmbrust/
Tom Stemm,CEO,Ryvit,Saint Louis University,"Saint Louis, Missouri",500+,https://www.linkedin.com/in/tomstemm/
Chad Engelgau,CEO,Acxiom,,Greater Phoenix Area,500+,https://www.linkedin.com/in/chadengelgau/
Vincent DeLuca,CEO,LogicalisUS,Saint Vincent College,"Greensburg, Pennsylvania",500+,https://www.linkedin.com/in/vincent-deluca-7278653/
Sandra Navidi,CEO,"BeyondGlobal, LLC",Fordham University School of Law,"New York, New York",,https://www.linkedin.com/in/sandranavidi/
David Stange,CEO,Beachy,University of Alabama,"Nashville, Tennessee",500+,https://www.linkedin.com/in/davidstange/
John DiLullo,CEO,"Lastline, Inc.",Stanford University,San Francisco Bay Area,500+,https://www.linkedin.com/in/john-dilullo-a519006/
Michael Mildenberger,CEO,seriesOne,University of Tübingen,Miami/Fort Lauderdale Area,500+,https://www.linkedin.com/in/mildenberger/
Abhishek Vinod Singh,CEO,AIDASH,"Indian Institute of Technology, Kanpur","Santa Clara, California",500+,https://www.linkedin.com/in/abhishekvsingh/
Veronica Ruiz del Vizo,CEO,Mashup Interactive Agency,Harvard Business School,"Miami, Florida",500+,https://www.linkedin.com/in/veroruizdelvizo/
Susan Kim,CEO,Edmodo,Harvard Business School,San Francisco Bay Area,500+,https://www.linkedin.com/in/kimsusan/
Kevin M. Campbell,CEO,Syniti,Boston College,"Atlanta, Georgia",500+,https://www.linkedin.com/in/kevin-m-campbell-93b2861/
Mark Herrington,CEO,OnSolve,The University of Memphis,"Atlanta, Georgia",500+,https://www.linkedin.com/in/markherrington/
Himanshu Singhal,CEO,inMorphis,"Meerut Institute of Engineering and Technology, UPTU",Greater Boston Area,500+,https://www.linkedin.com/in/himanshusinghal29/
Paul A.,CEO,"N2 Global Solutions, Inc.",Syracuse University,Greater New York City Area,500+,https://www.linkedin.com/in/paul-a-2994bb1/
Bimal Gandhi,CEO,Uniken Inc.,The Wharton School,Greater New York City Area,500+,https://www.linkedin.com/in/bimalg/
Christopher Kiple,CEO,Ventec Life Systems,The George Washington University Law School,"Seattle, Washington",500+,https://www.linkedin.com/in/chriskiple/
Robert Santella,CEO,"IPC Systems, Inc.","Wharton School, University of Pennsylvania","Lisle, Illinois",500+,https://www.linkedin.com/in/robert-santella-6b564672/
Kunal Chopra,CEO,"etailz, Inc.",The University of Chicago - Booth School of Business,Greater Seattle Area,500+,https://www.linkedin.com/in/kunalchopra28/
Bob Lyons,CEO,Alert Logic,Rensselaer Polytechnic Institute - The Lally School of Management,"Houston, Texas",500+,https://www.linkedin.com/in/bob-lyons-2156342/
Peter Grant,CEO,Safesite,Griffith University,"San Francisco, California",500+,https://www.linkedin.com/in/petergrantsafesite/
Rupak Doshi,CEO,OmniSync,University of Cambridge,"La Jolla, California",500+,https://www.linkedin.com/in/rupak-doshi-92a11b53/
Brian Cox,CEO,STACK INFRASTRUCTURE,Texas Christian University,"Denver, Colorado",500+,https://www.linkedin.com/in/brian-cox-671810a/
John Prince,CEO,RESPADA,,"New York, New York",500+,https://www.linkedin.com/in/johnsprofile/
Joshua P. Way,CEO,FIDO,Texas State University,"Los Angeles, California, United States",500+,https://www.linkedin.com/in/jpway/
Jasen Meece,CEO,Cloudentity,Arizona State University - W. P. Carey School of Business,"Seattle, Washington",500+,https://www.linkedin.com/in/jasenmeece/
Mickey Iqbal,CEO,mymediport,University of Illinois at Chicago,Dallas/Fort Worth Area,500+,https://www.linkedin.com/in/mickeyiqbal/
Steve Goldstein,CEO,ResoluteAI,Cornell Johnson Graduate School of Management,"New York, New York",500+,https://www.linkedin.com/in/alacraceo/
Jen Grant,CEO,Turbo Systems,The Wharton School,"Santa Cruz, California",500+,https://www.linkedin.com/in/jencgrant/
Eric Billingsley,CEO,Calculi,Worcester Polytechnic Institute,"Los Gatos, California",500+,https://www.linkedin.com/in/ericbillingsley/
Tom Durovsik,CEO,FreedomPay,The George Washington University School of Business,"Philadelphia, Pennsylvania",500+,https://www.linkedin.com/in/tomdurovsik/
Christopher Wheeler,CEO,Irvine America,,"Newport Beach, California",500+,https://www.linkedin.com/in/wheelernodealer/
Bruce Heidelberg,CEO,Illumnine,,United States,500+,https://www.linkedin.com/in/bruce-heidelberg-80b20a123/
Steve Ehrlich,CEO,Voyager,Franklin & Marshall College,"Stamford, Connecticut",500+,https://www.linkedin.com/in/stephenehrlich/
Bryan M.,CEO,Verimos,"California State University, Chico","Austin, Texas",500+,https://www.linkedin.com/in/bmenell/
Ryan Troyer,CEO,Nucentrix,Alfred University,"Charlotte, North Carolina Area",500+,https://www.linkedin.com/in/ryantroyer1/
David Wible,CEO,"Industry Weapon, Inc.",Neshannock,"Venetia, Pennsylvania",500+,https://www.linkedin.com/in/davidwible/
Walt Thinfen,CEO,Visioneer,,San Francisco Bay Area,500+,https://www.linkedin.com/in/wthinfen/
Anthem Hayek Blanchard,CEO,Hera Software Development,Emory University - Goizueta Business School,"Houston, Texas Area",500+,https://www.linkedin.com/in/anthemblanchard/
Bart Meltzer,CEO,Trust Assurance Network,"University of California, San Diego","Aptos, California",500+,https://www.linkedin.com/in/bart-meltzer-3a8bb743/
Brian McLaughlin,CEO,Alula,University of St. Thomas,Greater Minneapolis-St. Paul Area,500+,https://www.linkedin.com/in/brian-mclaughlin-540613/
Wias Issa,CEO,"Ubiq Security, Inc.",George Mason University,Greater San Diego Area,500+,https://www.linkedin.com/in/wiasissa/
Michael Berman,CEO,Ncontracts,University of Tennessee College of Law,"Brentwood, Tennessee",500+,https://www.linkedin.com/in/michael-bermanceo/
Wayne Roberts,CEO,Abrigo,Texas A&M University - Mays Business School,"Austin, Texas",500+,https://www.linkedin.com/in/wayne-roberts-87a0975/
Seth Morales,CEO,"Morales Group, Inc",University of Notre Dame,"Indianapolis, Indiana",500+,https://www.linkedin.com/in/seth-morales-8289943/
Andrew Howard,CEO,Kudelski Security,Georgia Institute of Technology,"Atlanta, Georgia",500+,https://www.linkedin.com/in/ahow/
Karen Cator,CEO,Digital Promise,University of Oregon,San Francisco Bay Area,,https://www.linkedin.com/in/karencator/
Evan Michaels,CEO,"miRide-""The experience that moves you""",University of Massachusetts Amherst,Miami/Fort Lauderdale Area,500+,https://www.linkedin.com/in/evan-michaels-ba550ab8/
Scott Clements,CEO,OneSpan,National Association of Corporate Directors,Greater Chicago Area,500+,https://www.linkedin.com/in/scottmclements/
Joe Manuele,CEO,Highfive,,"Redwood City, California",500+,https://www.linkedin.com/in/jmanuele/
Brian Ward,CEO,Trimont Real Estate Advisors,Harvard Business School,United States,500+,https://www.linkedin.com/in/brian-ward-0632a24/
TJ Leonard,CEO,Storyblocks,MIT Sloan School of Management,"Washington, District Of Columbia",500+,https://www.linkedin.com/in/tjleonard/
Thomas M. Siebel,CEO,C3.ai,University of Illinois at Urbana-Champaign,"Redwood City, California",500+,https://www.linkedin.com/in/thomassiebel/
Sachin Sanduja,CEO,Rudraya,"University College of Medical Sciences, Delhi University",Greater New York City Area,500+,https://www.linkedin.com/in/sanduja/
Jarrett Kolthoff,CEO,SpearTip,Troy University,Greater St. Louis Area,500+,https://www.linkedin.com/in/jarrettkolthoff/
J. Andrew Damico,CEO,ProDeal,University of Delaware,Greater Philadelphia Area,500+,https://www.linkedin.com/in/jandrewdamico/
Steve Brown,CEO,accesso,Emory University - Goizueta Business School,"Winter Park, Florida",500+,https://www.linkedin.com/in/stevenkbrown/
Mahesh Naithani,CEO,PRISM.science,University of Minnesota-Twin Cities,"New York, New York",500+,https://www.linkedin.com/in/mahesh-naithani-3437022/
Haresh Bhungalia,CEO,Casepoint,University of Michigan,"Mclean, Virginia",500+,https://www.linkedin.com/in/haresh-bhungalia-82514/
Maria Del Busto,CEO,Del Busto Platinum Enterprises,Nova Southeastern University,Miami/Fort Lauderdale Area,500+,https://www.linkedin.com/in/maria-del-busto-804951/
Blaine D. Holt,CEO,Alchemai,The George Washington University,"Bainbridge Island, Washington",500+,https://www.linkedin.com/in/blaino/
Brian C. Mulligan,CEO,"Mulligan Investment Bankers, LLC",Pepperdine Graziadio Business School,Greater Los Angeles Area,500+,https://www.linkedin.com/in/brian-c-mulligan-b6b14453/
Kevin Brungardt,CEO,RoundPoint Mortgage Servicing Corp,Stanford University Graduate School of Business,"Charlotte, North Carolina",500+,https://www.linkedin.com/in/kevinbrungardt/
Troy Gregory,CEO,System One,University of Hartford,"Englewood Cliffs, New Jersey",500+,https://www.linkedin.com/in/troy-gregory-9a078713/
Daniel Silver,CEO,Santa Clara University - Leavey School of Business,,"Alviso, California",500+,https://www.linkedin.com/in/daniel-silver-61a245a2/
Andres Angelani,CEO,Softvision,Universidad de Belgrano,"New York, New York",500+,https://www.linkedin.com/in/andresangelani/
Prashanth Chandrasekar,CEO,Stack Overflow,Harvard Business School,United States,500+,https://www.linkedin.com/in/pchandrasekar/
Arthur Cooper,CEO,THMED Executive Search,,Dallas/Fort Worth Area,500+,https://www.linkedin.com/in/arthurcooperceo/
Meg Whitman,CEO,Quibi,Harvard Business School,"Los Angeles, California",,https://www.linkedin.com/in/megwhitman/
Mark Benjamin,CEO,Nuance Communications,University of Miami,"Boston, Massachusetts, United States",500+,https://www.linkedin.com/in/mark-benjamin-61429415/
Andrew C. Florance,CEO,CoStar Group,Princeton University,Washington D.C. Metro Area,500+,https://www.linkedin.com/in/andrew-c-florance-ab31138/
Aravind Yarlagadda,Executive VP and Chief Digital Officer,Eaton,"University of California, Berkeley","Orange County, California Area",500+,https://www.linkedin.com/in/ayarlaga/
Dinesh Lathi,CEO,Five Below,Harvard Business School,San Francisco Bay Area,500+,https://www.linkedin.com/in/dinesh-lathi-60266/
Lance Kwasniewski,CEO,Belcan,University of Pittsburgh,"Cincinnati, Ohio",500+,https://www.linkedin.com/in/lance-kwasniewski-a2b450/
Alisyn Malek,CEO,Cleo Capital,Indiana University - Kelley School of Business,"Detroit, Michigan",500+,https://www.linkedin.com/in/alisynmalek/
Steven Rahseparian,CEO,ICE Cybersecurity,Penn State University,"La Jolla, California",500+,https://www.linkedin.com/in/stevenrahseparian/
David Goeckeler,CEO,Western Digital,"University of California, Berkeley, Haas School of Business","San Jose, California",500+,https://www.linkedin.com/in/davidgoeckeler/
Pat Byrne,CEO,GE,Stanford University School of Engineering,"San Ramon, California",500+,https://www.linkedin.com/in/pat-byrne/
Chris Cartwright,CEO,TransUnion,The University of Texas at Austin - The Red McCombs School of Business,Greater Chicago Area,500+,https://www.linkedin.com/in/chris-cartwright/
Adam Rogers,CEO,Ultimate Software,University of Florida,"Fort Lauderdale, Florida",500+,https://www.linkedin.com/in/adammrogers/
Christopher O'Connor,CEO,Persistent Systems,"Rutgers, The State University of New Jersey-New Brunswick","Raleigh-Durham, North Carolina Area",500+,https://www.linkedin.com/in/christopher-oconnor1111/
Maeve O'Meara,CEO,Castlight Health,Stanford University Graduate School of Business,"San Francisco, California",500+,https://www.linkedin.com/in/maeveo2/
Tom Gardner,CEO,The Motley Fool,Brown University,Washington D.C. Metro Area,,https://www.linkedin.com/in/tom-gardner-19715812/
William Wagner,CEO,LogMeIn,Wharton School of Business,"Boston, Massachusetts",500+,https://www.linkedin.com/in/williamrwagner/
David A. Yovanno,CEO,Impact,The George Washington University,Greater Los Angeles Area,500+,https://www.linkedin.com/in/dyovanno/
Raj J.,CEO,DQLabs,,Los Angeles Metropolitan Area,500+,https://www.linkedin.com/in/rajjoseph/
Jeff Jacobson,CEO,EFI,,Greater New York City Area,500+,https://www.linkedin.com/in/jeffjacobson1/
Sean MacNeill,CEO,Self Employed,,San Francisco Bay Area,500+,https://www.linkedin.com/in/seanmacneill/
Syed Zaidi,CEO,Frontpoint,University of Maryland - Robert H. Smith School of Business,"Vienna, Virginia",500+,https://www.linkedin.com/in/syedkzaidi/
Charles Stewart,CEO,Sotheby's,Yale University,Greater New York City Area,500+,https://www.linkedin.com/in/cfstewart/
Bill Amelio,CEO,Avnet,Stanford University Graduate School of Business,"Phoenix, Arizona",500+,https://www.linkedin.com/in/bill-amelio-0372078/
Eric Brown,CEO,Dynamic Signal,University of Illinois Urbana-Champaign,"Berkeley, California",500+,https://www.linkedin.com/in/ericrbrown1975/
Daniel Keller,CEO,Interim HR Consulting,University of Arizona,"Deerfield, Illinois",500+,https://www.linkedin.com/in/dkellerihrc/
Elliot Luchansky,CEO,CloudRunner,Columbia Business School,New York City Metropolitan Area,500+,https://www.linkedin.com/in/elliot-luchansky/
Tom Bryan,CEO,ISGF,John Carroll University,"Orlando, Florida",500+,https://www.linkedin.com/in/tombryan/
Ronald Kasner,CEO,iCIMS,Harvard Law School,Greater New York City Area,500+,https://www.linkedin.com/in/ronald-kasner-exsecutus-advisors/
Bill Misrasi,CEO,Tradigicom360,Bear River High,"Bountiful, Utah",500+,https://www.linkedin.com/in/bmisrasi/
Bill Hewitt,CEO,Aternity,"Questrom School of Business, Boston University",Greater Boston Area,500+,https://www.linkedin.com/in/bill-hewitt-a61516/
Joel John Roberts,CEO,PATH Ventures,Fuller Theological Seminary,"Los Angeles, California",500+,https://www.linkedin.com/in/joeljohnroberts/
Dan Porter,CEO,Overtime,Princeton University,"New York, New York",,https://www.linkedin.com/in/danporter/
Eric Harber,CEO,Flowroute Inc.,Stanford,"Bellevue, Washington",500+,https://www.linkedin.com/in/ericharber/
Daniel Hest,CEO,Togo Group,Cornell University - S.C. Johnson Graduate School of Management,Greater Chicago Area,500+,https://www.linkedin.com/in/dhest/
John Munro,CEO,Chargeback,Washington State University,"Salt Lake City, Utah",500+,https://www.linkedin.com/in/john-munro-42a1a82/
Andrew J. Nash,CEO,PropertyRoom.com,University of Melbourne,Washington D.C. Metro Area,500+,https://www.linkedin.com/in/andrewjnash/
Tim Kreytak,CEO,Ironside,"University at Albany, SUNY",Greater Boston Area,500+,https://www.linkedin.com/in/tim-kreytak-25a4a61/
Scott Weeren,CEO,BrandMuscle,George Mason University,"Fairfax, Virginia",500+,https://www.linkedin.com/in/scottweeren/
Jay Bhatt,CEO,Alfresco,University of Pennsylvania,Greater Boston Area,500+,https://www.linkedin.com/in/jay-bhatt-37229011b/
Jeffery Payne,CEO,"Coveros, Inc.",William and Mary,Washington D.C. Metro Area,500+,https://www.linkedin.com/in/jeffery-payne-21373/
Sonia Petkewich,CEO,Taurean Consulting Group,,"Las Vegas, Nevada",500+,https://www.linkedin.com/in/soniataureanconsultinggroup/
Wayne Cooper,CEO,"Chief Executive Group, LLC",Harvard Business School,"Greenwich, Connecticut",500+,https://www.linkedin.com/in/waynecooper/
Allen Mueller (Husa),CEO,Emissary.io,University of Maryland College Park,Washington D.C. Metro Area,500+,https://www.linkedin.com/in/muellera1/
Martha Bitar,CEO,Flodesk,,"San Francisco, California",500+,https://www.linkedin.com/in/marthabitar/
Vijay Viswanathan,CEO,Attigo,Coimbatore Institute of Technology,"San Ramon, California",500+,https://www.linkedin.com/in/vijay-viswanathan/
